gender,id,injection-coordinates,injection-structures,product-id,strain,structure-abbrev,structure-color,structure-id,structure-name,transgenic-line
M,307535958,"[5860, 7020, 6150]","[{u'abbreviation': u'retina', u'color': u'7F2E7E', u'id': 304325711, u'name': u'retina'}]",31,,retina,7F2E7E,304325711,retina,Cux2-IRES-Cre
F,298104533,"[7970, 5960, 6680]","[{u'abbreviation': u'TMv', u'color': u'FF4C3E', u'id': 1, u'name': u'Tuberomammillary nucleus, ventral part'}, {u'abbreviation': u'LHA', u'color': u'F2483B', u'id': 194, u'name': u'Lateral hypothalamic area'}, {u'abbreviation': u'LM', u'color': u'FF4C3E', u'id': 210, u'name': u'Lateral mammillary nucleus'}, {u'abbreviation': u'PSTN', u'color': u'F2483B', u'id': 364, u'name': u'Parasubthalamic nucleus'}, {u'abbreviation': u'SUM', u'color': u'FF4C3E', u'id': 525, u'name': u'Supramammillary nucleus'}, {u'abbreviation': u'VTA', u'color': u'FF90FF', u'id': 749, u'name': u'Ventral tegmental area'}, {u'abbreviation': u'PH', u'color': u'FF4C3E', u'id': 946, u'name': u'Posterior hypothalamic nucleus'}, {u'abbreviation': u'PMd', u'color': u'FF4C3E', u'id': 980, u'name': u'Dorsal premammillary nucleus'}]",5,,LHA,F2483B,194,Lateral hypothalamic area,Lypd6-Cre_KL156
F,298048787,"[7340, 5630, 6600]","[{u'abbreviation': u'LHA', u'color': u'F2483B', u'id': 194, u'name': u'Lateral hypothalamic area'}, {u'abbreviation': u'PST', u'color': u'F2483B', u'id': 356, u'name': u'Preparasubthalamic nucleus'}, {u'abbreviation': u'PSTN', u'color': u'F2483B', u'id': 364, u'name': u'Parasubthalamic nucleus'}, {u'abbreviation': u'VM', u'color': u'FF8084', u'id': 685, u'name': u'Ventral medial nucleus of the thalamus'}, {u'abbreviation': u'ZI', u'color': u'F2483B', u'id': 797, u'name': u'Zona incerta'}, {u'abbreviation': u'PH', u'color': u'FF4C3E', u'id': 946, u'name': u'Posterior hypothalamic nucleus'}]",5,C57BL/6J,LHA,F2483B,194,Lateral hypothalamic area,Hcrt-Cre
M,304641170,"[6620, 1270, 6740]","[{u'abbreviation': u'SSp-ll', u'color': u'188064', u'id': 337, u'name': u'Primary somatosensory area, lower limb'}, {u'abbreviation': u'SSp-tr', u'color': u'188064', u'id': 361, u'name': u'Primary somatosensory area, trunk'}, {u'abbreviation': u'RSPagl', u'color': u'1AA698', u'id': 894, u'name': u'Retrosplenial area, lateral agranular part'}, {u'abbreviation': u'VISa', u'color': u'009FAC', u'id': 312782546, u'name': u'Anterior area'}]",5,C57BL/6J,SSp-tr,188064,361,"Primary somatosensory area, trunk",Ntsr1-Cre_GN220
M,510417993,"[9650, 1170, 3550]","[{u'abbreviation': u'VISp', u'color': u'08858C', u'id': 385, u'name': u'Primary visual area'}, {u'abbreviation': u'RSPd', u'color': u'1AA698', u'id': 879, u'name': u'Retrosplenial area, dorsal part'}, {u'abbreviation': u'RSPagl', u'color': u'1AA698', u'id': 894, u'name': u'Retrosplenial area, lateral agranular part'}]",36,C57BL/6J,VISp,08858C,385,Primary visual area,Rbp4-Cre_KL100
M,181860173,"[5230, 1750, 7980]","[{u'abbreviation': u'SSp-ul', u'color': u'188064', u'id': 369, u'name': u'Primary somatosensory area, upper limb'}]",5,B6.C3H,SSp-ul,188064,369,"Primary somatosensory area, upper limb",Scnn1a-Tg3-Cre
M,479671695,"[7380, 3400, 3270]","[{u'abbreviation': u'LGd', u'color': u'FF8084', u'id': 170, u'name': u'Dorsal part of the lateral geniculate complex'}, {u'abbreviation': u'LP', u'color': u'FF909F', u'id': 218, u'name': u'Lateral posterior nucleus of the thalamus'}, {u'abbreviation': u'VPM', u'color': u'FF8084', u'id': 733, u'name': u'Ventral posteromedial nucleus of the thalamus'}]",36,B6.C3H,LGd,FF8084,170,Dorsal part of the lateral geniculate complex,Scnn1a-Tg2-Cre
F,187268452,"[4740, 5010, 8700]","[{u'abbreviation': u'AId', u'color': u'219866', u'id': 104, u'name': u'Agranular insular area, dorsal part'}, {u'abbreviation': u'AIp', u'color': u'219866', u'id': 111, u'name': u'Agranular insular area, posterior part'}, {u'abbreviation': u'AIv', u'color': u'219866', u'id': 119, u'name': u'Agranular insular area, ventral part'}, {u'abbreviation': u'CLA', u'color': u'8ADA87', u'id': 583, u'name': u'Claustrum'}, {u'abbreviation': u'CP', u'color': u'98D6F9', u'id': 672, u'name': u'Caudoputamen'}, {u'abbreviation': u'EPd', u'color': u'A0EE9D', u'id': 952, u'name': u'Endopiriform nucleus, dorsal part'}, {u'abbreviation': u'GU', u'color': u'009C75', u'id': 1057, u'name': u'Gustatory areas'}]",5,,CLA,8ADA87,583,Claustrum,Syt17-Cre_NO14
F,264096952,"[11560, 4100, 7230]","[{u'abbreviation': u'IP', u'color': u'FFFDBC', u'id': 91, u'name': u'Interposed nucleus'}, {u'abbreviation': u'ICB', u'color': u'FFB3D9', u'id': 372, u'name': u'Infracerebellar nucleus'}]",5,C57BL/6J,IP,FFFDBC,91,Interposed nucleus,Ntsr1-Cre_GN220
F,177319236,"[6060, 1850, 7340]","[{u'abbreviation': u'SSp-ll', u'color': u'188064', u'id': 337, u'name': u'Primary somatosensory area, lower limb'}, {u'abbreviation': u'SSp-ul', u'color': u'188064', u'id': 369, u'name': u'Primary somatosensory area, upper limb'}]",5,C57BL/6J,SSp-ll,188064,337,"Primary somatosensory area, lower limb",Syt6-Cre_KI148
M,478877019,"[3020, 2940, 5340]","[{u'abbreviation': u'ACAd', u'color': u'40A666', u'id': 39, u'name': u'Anterior cingulate area, dorsal part'}, {u'abbreviation': u'ILA', u'color': u'59B363', u'id': 44, u'name': u'Infralimbic area'}, {u'abbreviation': u'ORBm', u'color': u'248A5E', u'id': 731, u'name': u'Orbital area, medial part'}, {u'abbreviation': u'PL', u'color': u'2FA850', u'id': 972, u'name': u'Prelimbic area'}]",44,C57BL/6J,ILA,59B363,44,Infralimbic area,Ai75(RCL-nT)
M,298078515,"[8040, 5950, 6600]","[{u'abbreviation': u'LHA', u'color': u'F2483B', u'id': 194, u'name': u'Lateral hypothalamic area'}, {u'abbreviation': u'PSTN', u'color': u'F2483B', u'id': 364, u'name': u'Parasubthalamic nucleus'}, {u'abbreviation': u'SUM', u'color': u'FF4C3E', u'id': 525, u'name': u'Supramammillary nucleus'}, {u'abbreviation': u'VTA', u'color': u'FF90FF', u'id': 749, u'name': u'Ventral tegmental area'}, {u'abbreviation': u'PH', u'color': u'FF4C3E', u'id': 946, u'name': u'Posterior hypothalamic nucleus'}, {u'abbreviation': u'PMd', u'color': u'FF4C3E', u'id': 980, u'name': u'Dorsal premammillary nucleus'}]",5,,LHA,F2483B,194,Lateral hypothalamic area,Lypd6-Cre_KL156
M,100147853,"[9290, 1520, 8230]","[{u'abbreviation': u'VISp', u'color': u'08858C', u'id': 385, u'name': u'Primary visual area'}]",5,C57BL/6J,VISp,08858C,385,Primary visual area,
F,156253662,"[11860, 6150, 6940]","[{u'abbreviation': u'IRN', u'color': u'FFB3D9', u'id': 136, u'name': u'Intermediate reticular nucleus'}, {u'abbreviation': u'MV', u'color': u'FFB3D9', u'id': 202, u'name': u'Medial vestibular nucleus'}, {u'abbreviation': u'LIN', u'color': u'FFB3D9', u'id': 203, u'name': u'Linear nucleus of the medulla'}, {u'abbreviation': u'NTS', u'color': u'FFA5D2', u'id': 651, u'name': u'Nucleus of the solitary tract'}, {u'abbreviation': u'PARN', u'color': u'FFB3D9', u'id': 852, u'name': u'Parvicellular reticular nucleus'}]",5,B6.129,PARN,FFB3D9,852,Parvicellular reticular nucleus,Pnmt-Cre
M,512130198,"[4780, 1760, 7010]","[{u'abbreviation': u'MOp', u'color': u'1F9D5A', u'id': 985, u'name': u'Primary motor area'}]",5,,MOp,1F9D5A,985,Primary motor area,Npr3-IRES2-Cre
F,292125472,"[3640, 2510, 6070]","[{u'abbreviation': u'ACAd', u'color': u'40A666', u'id': 39, u'name': u'Anterior cingulate area, dorsal part'}, {u'abbreviation': u'ACAv', u'color': u'40A666', u'id': 48, u'name': u'Anterior cingulate area, ventral part'}, {u'abbreviation': u'PL', u'color': u'2FA850', u'id': 972, u'name': u'Prelimbic area'}]",5,FVB.CD1(ICR),ACAd,40A666,39,"Anterior cingulate area, dorsal part",Chrna2-Cre_OE25
F,294355509,"[5330, 6010, 5820]","[{u'abbreviation': u'PVH', u'color': u'FF5D50', u'id': 38, u'name': u'Paraventricular hypothalamic nucleus'}, {u'abbreviation': u'ADP', u'color': u'FF5547', u'id': 72, u'name': u'Anterodorsal preoptic nucleus'}, {u'abbreviation': u'PVpo', u'color': u'FF5547', u'id': 133, u'name': u'Periventricular hypothalamic nucleus, preoptic part'}, {u'abbreviation': u'LPO', u'color': u'F2483B', u'id': 226, u'name': u'Lateral preoptic area'}, {u'abbreviation': u'AVPV', u'color': u'FF5547', u'id': 272, u'name': u'Anteroventral periventricular nucleus'}, {u'abbreviation': u'BST', u'color': u'B3C0DF', u'id': 351, u'name': u'Bed nuclei of the stria terminalis'}, {u'abbreviation': u'MEPO', u'color': u'FF5547', u'id': 452, u'name': u'Median preoptic nucleus'}, {u'abbreviation': u'MPN', u'color': u'FF4C3E', u'id': 515, u'name': u'Medial preoptic nucleus'}, {u'abbreviation': u'MPO', u'color': u'FF5547', u'id': 523, u'name': u'Medial preoptic area'}, {u'abbreviation': u'PD', u'color': u'FF5547', u'id': 914, u'name': u'Posterodorsal preoptic nucleus'}, {u'abbreviation': u'PS', u'color': u'FF5547', u'id': 1109, u'name': u'Parastrial nucleus'}]",5,B6.129,MPO,FF5547,523,Medial preoptic area,Tac1-IRES2-Cre
M,120812686,"[2320, 3740, 6230]","[{u'abbreviation': u'AOB', u'color': u'9DF0D2', u'id': 151, u'name': u'Accessory olfactory bulb'}, {u'abbreviation': u'MOB', u'color': u'9AD2BD', u'id': 507, u'name': u'Main olfactory bulb'}, {u'abbreviation': u'ORBl', u'color': u'248A5E', u'id': 723, u'name': u'Orbital area, lateral part'}, {u'abbreviation': u'ORBvl', u'color': u'248A5E', u'id': 746, u'name': u'Orbital area, ventrolateral part'}]",5,C57BL/6J,AOB,9DF0D2,151,Accessory olfactory bulb,
F,307136539,"[5460, 7050, 6080]","[{u'abbreviation': u'retina', u'color': u'7F2E7E', u'id': 304325711, u'name': u'retina'}]",31,,retina,7F2E7E,304325711,retina,Cart-Tg1-Cre
M,156671933,"[7550, 990, 7070]","[{u'abbreviation': u'VISam', u'color': u'08858C', u'id': 394, u'name': u'Anteromedial visual area'}, {u'abbreviation': u'VISa', u'color': u'009FAC', u'id': 312782546, u'name': u'Anterior area'}]",5,C57BL/6J,VISam,08858C,394,Anteromedial visual area,Ntsr1-Cre_GN220
F,176431817,"[7470, 6950, 5790]","[{u'abbreviation': u'PVp', u'color': u'FF5547', u'id': 126, u'name': u'Periventricular hypothalamic nucleus, posterior part'}, {u'abbreviation': u'LHA', u'color': u'F2483B', u'id': 194, u'name': u'Lateral hypothalamic area'}, {u'abbreviation': u'ARH', u'color': u'FF5D50', u'id': 223, u'name': u'Arcuate hypothalamic nucleus'}, {u'abbreviation': u'VMH', u'color': u'FF4C3E', u'id': 693, u'name': u'Ventromedial hypothalamic nucleus'}, {u'abbreviation': u'DMH', u'color': u'FF5547', u'id': 830, u'name': u'Dorsomedial nucleus of the hypothalamus'}]",5,C57BL/6J,ARH,FF5D50,223,Arcuate hypothalamic nucleus,Gal-Cre_KI87
F,305270515,"[5220, 5960, 5800]","[{u'abbreviation': u'PVH', u'color': u'FF5D50', u'id': 38, u'name': u'Paraventricular hypothalamic nucleus'}, {u'abbreviation': u'ADP', u'color': u'FF5547', u'id': 72, u'name': u'Anterodorsal preoptic nucleus'}, {u'abbreviation': u'PVpo', u'color': u'FF5547', u'id': 133, u'name': u'Periventricular hypothalamic nucleus, preoptic part'}, {u'abbreviation': u'LPO', u'color': u'F2483B', u'id': 226, u'name': u'Lateral preoptic area'}, {u'abbreviation': u'AVPV', u'color': u'FF5547', u'id': 272, u'name': u'Anteroventral periventricular nucleus'}, {u'abbreviation': u'BST', u'color': u'B3C0DF', u'id': 351, u'name': u'Bed nuclei of the stria terminalis'}, {u'abbreviation': u'MEPO', u'color': u'FF5547', u'id': 452, u'name': u'Median preoptic nucleus'}, {u'abbreviation': u'MPN', u'color': u'FF4C3E', u'id': 515, u'name': u'Medial preoptic nucleus'}, {u'abbreviation': u'MPO', u'color': u'FF5547', u'id': 523, u'name': u'Medial preoptic area'}, {u'abbreviation': u'PD', u'color': u'FF5547', u'id': 914, u'name': u'Posterodorsal preoptic nucleus'}, {u'abbreviation': u'PS', u'color': u'FF5547', u'id': 1109, u'name': u'Parastrial nucleus'}]",5,C57BL/6J,MPO,FF5547,523,Medial preoptic area,Gad2-IRES-Cre
M,127353220,"[12260, 6490, 6770]","[{u'abbreviation': u'AMB', u'color': u'FFB3D9', u'id': 135, u'name': u'Nucleus ambiguus'}, {u'abbreviation': u'IRN', u'color': u'FFB3D9', u'id': 136, u'name': u'Intermediate reticular nucleus'}, {u'abbreviation': u'LRN', u'color': u'FFB3D9', u'id': 235, u'name': u'Lateral reticular nucleus'}, {u'abbreviation': u'PARN', u'color': u'FFB3D9', u'id': 852, u'name': u'Parvicellular reticular nucleus'}, {u'abbreviation': u'PGRNl', u'color': u'FFB3D9', u'id': 978, u'name': u'Paragigantocellular reticular nucleus, lateral part'}, {u'abbreviation': u'MDRNv', u'color': u'FFB3D9', u'id': 1107, u'name': u'Medullary reticular nucleus, ventral part'}]",5,C57BL/6J,IRN,FFB3D9,136,Intermediate reticular nucleus,
M,528963991,"[9590, 1500, 3020]","[{u'abbreviation': u'VISp', u'color': u'08858C', u'id': 385, u'name': u'Primary visual area'}]",35,,VISp,08858C,385,Primary visual area,Tlx3-Cre_PL56
M,306799543,"[5970, 6990, 6330]","[{u'abbreviation': u'retina', u'color': u'7F2E7E', u'id': 304325711, u'name': u'retina'}]",31,,retina,7F2E7E,304325711,retina,Calb2-IRES-Cre
M,146985623,"[6970, 6410, 7560]","[{u'abbreviation': u'BMA', u'color': u'84EA81', u'id': 319, u'name': u'Basomedial amygdalar nucleus'}, {u'abbreviation': u'MEA', u'color': u'80C0E2', u'id': 403, u'name': u'Medial amygdalar nucleus'}, {u'abbreviation': u'COAa', u'color': u'61E7B7', u'id': 639, u'name': u'Cortical amygdalar area, anterior part'}, {u'abbreviation': u'COAp', u'color': u'61E7B7', u'id': 647, u'name': u'Cortical amygdalar area, posterior part'}]",5,C57BL/6J,MEA,80C0E2,403,Medial amygdalar nucleus,
M,157769139,"[7560, 1040, 7140]","[{u'abbreviation': u'VISam', u'color': u'08858C', u'id': 394, u'name': u'Anteromedial visual area'}, {u'abbreviation': u'VISa', u'color': u'009FAC', u'id': 312782546, u'name': u'Anterior area'}]",5,C57BL/6J,VISam,08858C,394,Anteromedial visual area,Syt6-Cre_KI148
M,159321806,"[9320, 2830, 9440]","[{u'abbreviation': u'TEa', u'color': u'15B0B3', u'id': 541, u'name': u'Temporal association areas'}, {u'abbreviation': u'ECT', u'color': u'0D9F91', u'id': 895, u'name': u'Ectorhinal area'}, {u'abbreviation': u'VISpor', u'color': u'08858C', u'id': 312782628, u'name': u'Postrhinal area'}]",5,C57BL/6J,VISpor,08858C,312782628,Postrhinal area,Ntsr1-Cre_GN220
F,292530653,"[9290, 4510, 8340]","[{u'abbreviation': u'SUB', u'color': u'4FC244', u'id': 502, u'name': u'Subiculum'}, {u'abbreviation': u'PAR', u'color': u'72D569', u'id': 843, u'name': u'Parasubiculum'}, {u'abbreviation': u'ENTm', u'color': u'32B825', u'id': 926, u'name': u'Entorhinal area, medial part, dorsal zone'}, {u'abbreviation': u'PRE', u'color': u'59B947', u'id': 1084, u'name': u'Presubiculum'}]",5,C57BL/6J,PAR,72D569,843,Parasubiculum,Wfs1-Tg2-CreERT2
F,305446876,"[9920, 1790, 6780]","[{u'abbreviation': u'IC', u'color': u'FF7AFF', u'id': 4, u'name': u'Inferior colliculus'}, {u'abbreviation': u'SCm', u'color': u'FF90FF', u'id': 294, u'name': u'Superior colliculus, motor related'}, {u'abbreviation': u'SCs', u'color': u'FF7AFF', u'id': 302, u'name': u'Superior colliculus, sensory related'}]",5,,SCm,FF90FF,294,"Superior colliculus, motor related",Sst-IRES-Cre
F,287772112,"[9460, 3280, 8120]","[{u'abbreviation': u'PAR', u'color': u'72D569', u'id': 843, u'name': u'Parasubiculum'}, {u'abbreviation': u'ENTm', u'color': u'32B825', u'id': 926, u'name': u'Entorhinal area, medial part, dorsal zone'}, {u'abbreviation': u'POST', u'color': u'48C83C', u'id': 1037, u'name': u'Postsubiculum'}, {u'abbreviation': u'PRE', u'color': u'59B947', u'id': 1084, u'name': u'Presubiculum'}]",5,B6.C3H,PRE,59B947,1084,Presubiculum,Scnn1a-Tg3-Cre
F,511942270,"[5790, 4710, 7370]","[{u'abbreviation': u'GPe', u'color': u'8599CC', u'id': 1022, u'name': u'Globus pallidus, external segment'}]",5,,GPe,8599CC,1022,"Globus pallidus, external segment",Pvalb-IRES-Cre
M,503323656,"[9490, 1630, 2720]","[{u'abbreviation': u'VISp', u'color': u'08858C', u'id': 385, u'name': u'Primary visual area'}]",36,,VISp,08858C,385,Primary visual area,Rbp4-Cre_KL100
M,299857096,"[9280, 5420, 9510]","[{u'abbreviation': u'SUB', u'color': u'4FC244', u'id': 502, u'name': u'Subiculum'}, {u'abbreviation': u'ENTl', u'color': u'32B825', u'id': 918, u'name': u'Entorhinal area, lateral part'}]",5,FVB.CD1(ICR),ENTl,32B825,918,"Entorhinal area, lateral part",Chrna2-Cre_OE25
F,156315468,"[6820, 5520, 6360]","[{u'abbreviation': u'LHA', u'color': u'F2483B', u'id': 194, u'name': u'Lateral hypothalamic area'}, {u'abbreviation': u'RT', u'color': u'FF909F', u'id': 262, u'name': u'Reticular nucleus of the thalamus'}, {u'abbreviation': u'VM', u'color': u'FF8084', u'id': 685, u'name': u'Ventral medial nucleus of the thalamus'}, {u'abbreviation': u'ZI', u'color': u'F2483B', u'id': 797, u'name': u'Zona incerta'}]",5,C57BL/6J,ZI,F2483B,797,Zona incerta,Gad2-IRES-Cre
M,176433237,"[5000, 1480, 6230]","[{u'abbreviation': u'ACAd', u'color': u'40A666', u'id': 39, u'name': u'Anterior cingulate area, dorsal part'}, {u'abbreviation': u'MOp', u'color': u'1F9D5A', u'id': 985, u'name': u'Primary motor area'}, {u'abbreviation': u'MOs', u'color': u'1F9D5A', u'id': 993, u'name': u'Secondary motor area'}]",5,C57BL/6J,MOs,1F9D5A,993,Secondary motor area,A930038C07Rik-Tg1-Cre
F,520615681,"[3090, 3120, 5160]","[{u'abbreviation': u'ILA', u'color': u'59B363', u'id': 44, u'name': u'Infralimbic area'}, {u'abbreviation': u'ORBm', u'color': u'248A5E', u'id': 731, u'name': u'Orbital area, medial part'}, {u'abbreviation': u'ORBvl', u'color': u'248A5E', u'id': 746, u'name': u'Orbital area, ventrolateral part'}, {u'abbreviation': u'PL', u'color': u'2FA850', u'id': 972, u'name': u'Prelimbic area'}, {u'abbreviation': u'MOs', u'color': u'1F9D5A', u'id': 993, u'name': u'Secondary motor area'}]",44,,ORBvl,248A5E,746,"Orbital area, ventrolateral part",Ai75(RCL-nT)
M,299247009,"[5070, 6340, 5280]","[{u'abbreviation': u'ADP', u'color': u'FF5547', u'id': 72, u'name': u'Anterodorsal preoptic nucleus'}, {u'abbreviation': u'PVpo', u'color': u'FF5547', u'id': 133, u'name': u'Periventricular hypothalamic nucleus, preoptic part'}, {u'abbreviation': u'AVP', u'color': u'FF5547', u'id': 263, u'name': u'Anteroventral preoptic nucleus'}, {u'abbreviation': u'AVPV', u'color': u'FF5547', u'id': 272, u'name': u'Anteroventral periventricular nucleus'}, {u'abbreviation': u'BST', u'color': u'B3C0DF', u'id': 351, u'name': u'Bed nuclei of the stria terminalis'}, {u'abbreviation': u'MEPO', u'color': u'FF5547', u'id': 452, u'name': u'Median preoptic nucleus'}, {u'abbreviation': u'MPN', u'color': u'FF4C3E', u'id': 515, u'name': u'Medial preoptic nucleus'}, {u'abbreviation': u'MPO', u'color': u'FF5547', u'id': 523, u'name': u'Medial preoptic area'}]",5,C57BL/6J,MPO,FF5547,523,Medial preoptic area,Kiss1-Cre
M,156198187,"[7440, 2850, 7660]","[{u'abbreviation': u'LGd', u'color': u'FF8084', u'id': 170, u'name': u'Dorsal part of the lateral geniculate complex'}, {u'abbreviation': u'LP', u'color': u'FF909F', u'id': 218, u'name': u'Lateral posterior nucleus of the thalamus'}]",5,C57BL/6J,LGd,FF8084,170,Dorsal part of the lateral geniculate complex,Scnn1a-Tg2-Cre
M,127762867,"[5980, 3340, 7610]","[{u'abbreviation': u'SSp-ul', u'color': u'188064', u'id': 369, u'name': u'Primary somatosensory area, upper limb'}, {u'abbreviation': u'CP', u'color': u'98D6F9', u'id': 672, u'name': u'Caudoputamen'}]",5,C57BL/6J,CP,98D6F9,672,Caudoputamen,
F,268399145,"[6190, 3560, 5900]","[{u'abbreviation': u'PT', u'color': u'FF909F', u'id': 15, u'name': u'Parataenial nucleus'}, {u'abbreviation': u'PVT', u'color': u'FF909F', u'id': 149, u'name': u'Paraventricular nucleus of the thalamus'}, {u'abbreviation': u'LH', u'color': u'FF909F', u'id': 186, u'name': u'Lateral habenula'}, {u'abbreviation': u'MD', u'color': u'FF909F', u'id': 362, u'name': u'Mediodorsal nucleus of thalamus'}, {u'abbreviation': u'MH', u'color': u'FF909F', u'id': 483, u'name': u'Medial habenula'}]",5,FVB.CD1(ICR),MD,FF909F,362,Mediodorsal nucleus of thalamus,Ppp1r17-Cre_NL146
M,168363168,"[8220, 1570, 6510]","[{u'abbreviation': u'RSPv', u'color': u'1AA698', u'id': 886, u'name': u'Retrosplenial area, ventral part'}]",5,C57BL/6J,RSPv,1AA698,886,"Retrosplenial area, ventral part",Syt6-Cre_KI148
F,306594263,"[6010, 7030, 6350]","[{u'abbreviation': u'retina', u'color': u'7F2E7E', u'id': 304325711, u'name': u'retina'}]",31,,retina,7F2E7E,304325711,retina,Sdk2-CreER
M,304694870,"[6880, 6500, 7430]","[{u'abbreviation': u'BA', u'color': u'80C0E2', u'id': 292, u'name': u'Bed nucleus of the accessory olfactory tract'}, {u'abbreviation': u'MEA', u'color': u'80C0E2', u'id': 403, u'name': u'Medial amygdalar nucleus'}]",5,B6.129,MEA,80C0E2,403,Medial amygdalar nucleus,Nos1-CreERT2
M,120493315,"[11340, 3710, 7170]","[{u'abbreviation': u'IP', u'color': u'FFFDBC', u'id': 91, u'name': u'Interposed nucleus'}]",5,C57BL/6J,IP,FFFDBC,91,Interposed nucleus,
M,181180790,"[5830, 2380, 8130]","[{u'abbreviation': u'SSp-bfd', u'color': u'188064', u'id': 329, u'name': u'Primary somatosensory area, barrel field'}, {u'abbreviation': u'SSp-n', u'color': u'188064', u'id': 353, u'name': u'Primary somatosensory area, nose'}, {u'abbreviation': u'SSp-ul', u'color': u'188064', u'id': 369, u'name': u'Primary somatosensory area, upper limb'}, {u'abbreviation': u'SSp-un', u'color': u'188064', u'id': 182305689, u'name': u'Primary somatosensory area, unassigned'}]",5,C57BL/6J,SSp-un,188064,182305689,"Primary somatosensory area, unassigned",Ntsr1-Cre_GN220
F,287807743,"[4030, 1700, 6980]","[{u'abbreviation': u'MOs', u'color': u'1F9D5A', u'id': 993, u'name': u'Secondary motor area'}]",5,,MOs,1F9D5A,993,Secondary motor area,Sim1-Cre_KJ18
M,303709219,"[10850, 4870, 6260]","[{u'abbreviation': u'LDT', u'color': u'FFC395', u'id': 162, u'name': u'Laterodorsal tegmental nucleus'}, {u'abbreviation': u'MV', u'color': u'FFB3D9', u'id': 202, u'name': u'Medial vestibular nucleus'}, {u'abbreviation': u'SLD', u'color': u'FFC395', u'id': 358, u'name': u'Sublaterodorsal nucleus'}, {u'abbreviation': u'PCG', u'color': u'FFBA86', u'id': 898, u'name': u'Pontine central gray'}]",5,FVB.CD1(ICR),MV,FFB3D9,202,Medial vestibular nucleus,Chrna2-Cre_OE25
M,508539001,"[7720, 5290, 6260]","[{u'abbreviation': u'MRN', u'color': u'FF90FF', u'id': 128, u'name': u'Midbrain reticular nucleus'}, {u'abbreviation': u'LHA', u'color': u'F2483B', u'id': 194, u'name': u'Lateral hypothalamic area'}, {u'abbreviation': u'VTA', u'color': u'FF90FF', u'id': 749, u'name': u'Ventral tegmental area'}, {u'abbreviation': u'ZI', u'color': u'F2483B', u'id': 797, u'name': u'Zona incerta'}, {u'abbreviation': u'PH', u'color': u'FF4C3E', u'id': 946, u'name': u'Posterior hypothalamic nucleus'}]",5,,VTA,FF90FF,749,Ventral tegmental area,Sim1-Cre_KJ18
M,120570964,"[6690, 4390, 8480]","[{u'abbreviation': u'CP', u'color': u'98D6F9', u'id': 672, u'name': u'Caudoputamen'}, {u'abbreviation': u'GPe', u'color': u'8599CC', u'id': 1022, u'name': u'Globus pallidus, external segment'}]",5,C57BL/6J,CP,98D6F9,672,Caudoputamen,
F,292174974,"[4720, 1470, 6320]","[{u'abbreviation': u'ACAd', u'color': u'40A666', u'id': 39, u'name': u'Anterior cingulate area, dorsal part'}, {u'abbreviation': u'MOs', u'color': u'1F9D5A', u'id': 993, u'name': u'Secondary motor area'}]",5,FVB.CD1(ICR),MOs,1F9D5A,993,Secondary motor area,Chrna2-Cre_OE25
F,306881784,"[5830, 7070, 5930]","[{u'abbreviation': u'retina', u'color': u'7F2E7E', u'id': 304325711, u'name': u'retina'}]",31,,retina,7F2E7E,304325711,retina,Etv1-CreERT2
M,127470976,"[5870, 5520, 5910]","[{u'abbreviation': u'PVH', u'color': u'FF5D50', u'id': 38, u'name': u'Paraventricular hypothalamic nucleus'}, {u'abbreviation': u'LHA', u'color': u'F2483B', u'id': 194, u'name': u'Lateral hypothalamic area'}, {u'abbreviation': u'BST', u'color': u'B3C0DF', u'id': 351, u'name': u'Bed nuclei of the stria terminalis'}, {u'abbreviation': u'MPO', u'color': u'FF5547', u'id': 523, u'name': u'Medial preoptic area'}]",5,,PVH,FF5D50,38,Paraventricular hypothalamic nucleus,Ucn3-Cre_KF43
M,121509005,"[9130, 3830, 5740]","[{u'abbreviation': u'III', u'color': u'FF90FF', u'id': 35, u'name': u'Oculomotor nucleus'}, {u'abbreviation': u'IV', u'color': u'FF90FF', u'id': 115, u'name': u'Trochlear nucleus'}, {u'abbreviation': u'MRN', u'color': u'FF90FF', u'id': 128, u'name': u'Midbrain reticular nucleus'}, {u'abbreviation': u'AT', u'color': u'FF90FF', u'id': 231, u'name': u'Anterior tegmental nucleus'}, {u'abbreviation': u'SCm', u'color': u'FF90FF', u'id': 294, u'name': u'Superior colliculus, motor related'}, {u'abbreviation': u'SCs', u'color': u'FF7AFF', u'id': 302, u'name': u'Superior colliculus, sensory related'}, {u'abbreviation': u'PAG', u'color': u'FF90FF', u'id': 795, u'name': u'Periaqueductal gray'}, {u'abbreviation': u'DR', u'color': u'FFA6FF', u'id': 872, u'name': u'Dorsal nucleus raphe'}]",5,C57BL/6J,DR,FFA6FF,872,Dorsal nucleus raphe,
